,Datetime,Tweet Id,Text
149,########,1.23E+18,"RT @NDTVFood: High-Protein Diet: Indulge In These 4 Delicious Baked Recipes Without Any Guilt
 
 https://t.co/AqCYWx6QLH
 
 #MondayMotivation #Baâ€¦"
150,########,1.23E+18,Indian IT has huge debt of gratitude to Welch' https://t.co/yOEPlUt6g9
151,########,1.23E+18,"Sensex rebounds over 500 pts; Nifty above 11,250 https://t.co/bJuJAwpcyT"
152,########,1.23E+18,No Rs 100s in ATMs? Blame it on sizes https://t.co/GCQS5cdi0w
153,########,1.23E+18,"RT @TVMohandasPai: 'Indian IT has huge debt of gratitude to Welch'. A great friend of India, India IT will always be grateful to Jack Welchâ€¦"
154,########,1.23E+18,"Jack Welch, â€˜Manager of 20th Centuryâ€™, dies at 84 https://t.co/LZcGp2Wpr5"
155,########,1.23E+18,"Government plans Rs 42,000 crore Make in India boost for mobile phones https://t.co/sIwexJ5xoE"
156,########,1.23E+18,"â€œ#BorunbaburBondhu is a rare gem in current Bengali cinema scenario."" Thank you so much @timesofindia! Rating : â­ï¸â€¦ https://t.co/juwrPJZjo9"
157,########,1.23E+18,"RT @DrShobha: Many of those who laud #ThappadMovie will have deafening silence about this...
 
 
 
 https://t.co/UREMyltHl7"
158,########,1.23E+18,"RT @DrShobha: Many of those who laud #ThappadMovie will have deafening silence about this...
 
 
 
 https://t.co/UREMyltHl7"
159,########,1.23E+18,"RT @timesofindia: .@vickykaushal09 opens up about playing the revolutionary #UdhamSingh in his upcoming biopic
 
 
 
 via @etimes 
 
 
 
 https://t.co/â€¦"
160,########,1.23E+18,"RT @RituRathaur: RanaAyub went on to spread lies on anti India media house @CNN saying Mushlims r leaving their homes
 
 But what is truth?
 
 Acâ€¦"
161,########,1.23E+18,"RT @TVMohandasPai: 'Indian IT has huge debt of gratitude to Welch'. A great friend of India, India IT will always be grateful to Jack Welchâ€¦"
162,########,1.23E+18,Panic in #Agra after member of #Italian group tests positive for #coronavirus in #Jaipur. â¦@timesofindiaâ© â¦â€¦ https://t.co/afgbBNVAKb
163,########,1.23E+18,"RT @DrShobha: Many of those who laud #ThappadMovie will have deafening silence about this...
 
 
 
 https://t.co/UREMyltHl7"
164,########,1.23E+18,@KRKBoxOffice @kamaalrkhan @DelhiPolice @MumbaiPolice @Uppolice @AmitShah @PMOIndia @ndtv @ABPNews @TimesNowâ€¦ https://t.co/Gnf1KhOycL
165,########,1.23E+18,"RT @AKSFWA1: #Aruvaa - Emotional bond between two brothers.. More along the lines of #Vel
 
 
 
 #AnlArasu will be the Stunt Choreographer.. Therâ€¦"
166,########,1.23E+18,RT @faizan0008: JhajjarÂ district on Delhi-Haryana border are living in fear after a group of people barged into some houses and asked all tâ€¦
167,########,1.23E+18,"RT @Babble524: à¤®à¥‡à¤°à¤¾ PM à¤®à¥‡à¤°à¤¾ à¤…à¤­à¤¿à¤®à¤¾à¤¨ à¤¹à¥ˆ 
 
 #ISupportNamo
 
 We are at war ! Unity is needed !!
 
 
 
  â€˜Crushâ€™ Narendra Modi government: IS-linked mediaâ€¦"
168,########,1.23E+18,"RT @BjymJd: àªªàª¹à«‡àª²à«€ àªµàª¾àª° àª¦à«‡àª¶àª®àª¾àª‚ àª­àª¾àª°àª¤à«€àª¯ àª®àª¹àª¿àª²àª¾ àªµàª¿àªœà«àªžàª¾àª¨à«€àª“àª¨à«€ àª¯àª¾àª¦àª®àª¾àª‚ 11 àªšà«‡àª° àª¸à«àª¥àª¾àªªàª¿àª¤ àª¥àª¶à«‡, àªœà«‡àª¨à«‡ àª®àª¹àª¿àª²àª¾àª“ àª¦à«àªµàª¾àª°àª¾ àª­àª°àªµàª¾àª®àª¾àª‚ àª†àªµàª¶à«‡ @smritiirani
 
 https://t.co/â€¦"
169,########,1.23E+18,"RT @TVMohandasPai: 'Indian IT has huge debt of gratitude to Welch'. A great friend of India, India IT will always be grateful to Jack Welchâ€¦"
170,########,1.23E+18,"RT @TVMohandasPai: 'Indian IT has huge debt of gratitude to Welch'. A great friend of India, India IT will always be grateful to Jack Welchâ€¦"
171,########,1.23E+18,Coronavirus live updates: 'Unprecedented' mental health issues seen in Hong Kong https://t.co/iRiVF6IpD2
172,########,1.23E+18,RT @just_outspoken: @tejaschogale @paytmbankcare @BurgerKingIN @UfterYou @babagolmaal @newproblem @ActivistOnjob @Scimitar_SS @thebharatsevâ€¦
173,########,1.23E+18,"RT @DrShobha: Many of those who laud #ThappadMovie will have deafening silence about this...
 
 
 
 https://t.co/UREMyltHl7"
174,########,1.23E+18,Odisha: Kendrapada man jailed for wife's murder tracks her down after 7 years https://t.co/9w6SDQbiH2 via @timesofindia
